	TE.fixed	lower.fixed	upper.fixed	pval.fixed	TE.random	lower.random	upper.random	pval.random	symbol
ENSG00000135454.12	1.08183854166539	1.05744750852282	1.10679217720002	1.37164881877406e-11	1.08735180742154	1.05061479406925	1.12537340971896	1.79128886035871e-06	B4GALNT1
ENSG00000122133.15	1.03331374617026	1.02407997063325	1.04263077947337	8.3356222384404e-13	1.03386096702711	1.01969225957279	1.04822654983186	2.24833027873944e-06	PAEP
ENSG00000137869.12	1.057107770923	1.03799466175994	1.07657281921961	2.43621854207213e-09	1.05986774976142	1.03462042819506	1.08573116900855	2.28105814507864e-06	CYP19A1
ENSG00000078098.12	1.08376683272082	1.05704615170061	1.11116297601202	2.69135337445989e-10	1.09367517198309	1.05348477408967	1.13539883179217	2.76512860280618e-06	FAP
ENSG00000059804.14	1.11314050103121	1.07690800907424	1.15059203255548	2.1746360446176e-10	1.1110733636699	1.06303355270012	1.16128415356329	3.00444545443069e-06	SLC2A3
ENSG00000088832.13	1.20884973525905	1.11626996399432	1.30910776924148	3.07603322217643e-06	1.20884973525905	1.11626996399432	1.30910776924148	3.07603322217643e-06	FKBP1A
ENSG00000105048.15	1.06273216913195	1.04757399113812	1.07810968281187	1.0340357444735e-16	1.06702096585697	1.03813420359756	1.09671152114326	3.61114159895507e-06	TNNT1
ENSG00000143322.18	1.25267689280594	1.16931530511261	1.34198140647687	1.43793362577496e-10	1.27687777118964	1.15089765906826	1.41664797882911	3.99261852065509e-06	ABL2
ENSG00000067225.16	1.17106669042433	1.10719949650922	1.23861797060523	3.41081974613683e-08	1.1674370388934	1.09040079692727	1.24991585077785	8.79899223531545e-06	PKM
ENSG00000148848.13	1.09631343413465	1.06987848362625	1.123401549109	1.53804101209104e-13	1.09651602847185	1.05271647660689	1.14213791406693	9.42049667410656e-06	ADAM12
ENSG00000104375.14	1.24219211777409	1.15148830437919	1.34004075559586	2.06864063276474e-08	1.26135664456296	1.13706942055352	1.39922906730585	1.14921642911116e-05	STK3
ENSG00000113140.9	1.08808654518353	1.04874663073394	1.12890215340277	7.01629573445361e-06	1.08825986359121	1.04782747487629	1.13025241187093	1.19510135272478e-05	SPARC
ENSG00000170558.7	1.05381739792526	1.03204632775981	1.07604772993139	8.5877032272895e-07	1.05264560859377	1.02873652780082	1.07711036533379	1.20408456550549e-05	CDH2
ENSG00000204262.10	1.11235474424889	1.07854494101926	1.1472244039119	1.36790242805048e-11	1.12803392797971	1.06823352480571	1.19118199637553	1.45732882385114e-05	COL5A2
ENSG00000108821.12	1.08854583526155	1.06181142350522	1.1159533691525	2.27339265324434e-11	1.09468984904974	1.05077749853635	1.14043731168754	1.48337854460837e-05	COL1A1
ENSG00000175166.15	1.28972274919269	1.19297414485296	1.3943175356832	1.60544007640285e-10	1.30319922514828	1.15586010952197	1.46931986529879	1.51729108101875e-05	PSMD2
ENSG00000087586.16	1.20435004303966	1.15238823665492	1.25865483526621	1.4183023059481e-16	1.25609458021271	1.13181675058685	1.39401859322338	1.79137426910491e-05	AURKA
ENSG00000181631.6	0.931566084675247	0.909389804421072	0.954283153272904	8.08512768822947e-09	0.923449206844465	0.890366020982116	0.957761659279223	1.882191575636e-05	P2RY13
ENSG00000171873.7	1.05593941357896	1.03753215998373	1.07467323727773	1.30823540643895e-09	1.05941595228446	1.03167720251071	1.08790051502872	2.0105164203467e-05	ADRA1D
ENSG00000122641.9	1.07811495187953	1.05131095965667	1.10560233277298	4.75828168700439e-09	1.08156516068648	1.04307995584005	1.12147030557085	2.2192634390729e-05	INHBA
ENSG00000185122.9	1.20641713509416	1.12172278780337	1.29750622852098	4.35143474164199e-07	1.20732268802079	1.10650108698501	1.31733090021763	2.28955752976916e-05	HSF1
ENSG00000198431.14	1.13277944048606	1.08984044242607	1.17741020688443	2.55782761528025e-10	1.1461128600627	1.0754341512911	1.2214366508857	2.67744248234572e-05	TXNRD1
ENSG00000185811.15	0.923808203220332	0.896788532519702	0.951641959492193	1.67076373524223e-07	0.921252769991976	0.886619567162712	0.957238817697032	2.72496785171973e-05	IKZF1
ENSG00000113851.12	0.79432977437829	0.727637651562791	0.867134608975655	2.6588181150718e-07	0.792402244557124	0.710400877697182	0.88386900536294	2.98218534464815e-05	CRBN
ENSG00000102245.6	0.958047098712572	0.943126888127563	0.973203346130697	8.71337743103436e-08	0.957920951822194	0.938602929135178	0.977636571820013	3.53620152110222e-05	CD40LG
ENSG00000155380.10	1.12596795450396	1.08798957364338	1.16527204422033	1.22521880456029e-11	1.14197567778218	1.07222470300977	1.21626413286824	3.64905693492023e-05	SLC16A1
ENSG00000087494.14	1.05504445235046	1.03525325808544	1.07521399980334	2.92543112054672e-08	1.06048089753937	1.03124672603019	1.09054381037908	3.83399218748258e-05	PTHLH
ENSG00000006451.6	1.23991157392041	1.13694921180675	1.35219822941668	1.16364150171792e-06	1.24808391194088	1.12302338118747	1.387071255452	3.89341872017578e-05	RALA
ENSG00000197747.7	1.11749071284069	1.07494940211419	1.16171560338478	2.02690973839053e-08	1.1258180441748	1.06372003292509	1.19154122265067	4.24282514095757e-05	S100A10
ENSG00000044574.7	1.21581249980641	1.12775592948376	1.31074463546574	3.50087118250708e-07	1.23041552999796	1.11328720088029	1.35986686567768	4.8527663911527e-05	HSPA5
ENSG00000080573.6	1.09712155805981	1.0634461494182	1.13186334241569	5.63160720917754e-09	1.1067124380341	1.05371488004838	1.16237555688989	5.12761132932153e-05	COL5A3
ENSG00000258947.5	1.08272200421095	1.05750980339183	1.10853529172271	3.80588934409615e-11	1.07963256860625	1.03996592790864	1.12081218424084	6.02509355612669e-05	TUBB3
ENSG00000134333.12	1.21041621742135	1.14467884653061	1.27992879735411	2.0452239845277e-11	1.25087619334261	1.12126757890556	1.39546641721199	6.04956802323763e-05	LDHA
ENSG00000109689.13	0.825057931820456	0.763526166676106	0.891548476751308	1.15682695315458e-06	0.824351401666579	0.749755440297612	0.90636919307969	6.5684719132194e-05	STIM2
ENSG00000129152.3	1.02660534350187	1.01721581577012	1.03608154235065	2.13067307838547e-08	1.02986622242744	1.01507684203645	1.0448710798772	6.67337285710881e-05	MYOD1
ENSG00000114737.14	0.862401722012877	0.825184408346595	0.901297604036152	4.79914049484931e-11	0.863642910764718	0.803519373663323	0.928265206492308	6.83809965003467e-05	CISH
ENSG00000080224.16	1.02327665749769	1.01176087490341	1.03492351182251	6.75359433093224e-05	1.02327750717033	1.01174312720198	1.03494338486539	6.93545661520481e-05	EPHA6
ENSG00000168542.11	1.0751429990571	1.04777279430282	1.10322817571404	3.65155481216059e-08	1.08158116951012	1.04047812673317	1.12430794668582	7.2687696044994e-05	COL3A1
ENSG00000114867.18	1.26885712408999	1.16534701557674	1.38156135454392	4.15145018711665e-08	1.318457466129	1.14858196928479	1.51345758202504	8.55253817138958e-05	EIF4G1
ENSG00000160211.14	1.1573415376692	1.11206565159047	1.20446075544088	7.13499901660087e-13	1.16157995502361	1.07768351259079	1.25200764060031	9.00613104992953e-05	G6PD
ENSG00000196262.12	1.16223757186397	1.07774636259763	1.25335257007641	9.45082642450388e-05	1.16223757186397	1.07774636259763	1.25335257007641	9.45082642450388e-05	PPIA
ENSG00000166851.13	1.245790165455	1.19595985299728	1.29769668476314	4.97398965843145e-26	1.23384094107089	1.11029705407659	1.3711316825287	9.47570657780957e-05	PLK1
ENSG00000126353.3	0.927508943140666	0.906594434283356	0.948905935304955	1.00012386522642e-10	0.924923424840241	0.889371172272753	0.961896864311496	9.51985065135772e-05	CCR7
ENSG00000101680.12	1.04132104968952	1.02118564576747	1.06185347690776	4.81711916606592e-05	1.04177917835577	1.02057860935589	1.06342014863567	9.54941058440326e-05	LAMA1
ENSG00000102970.9	0.95654113418594	0.941084820519943	0.972251301305878	9.00717270196049e-08	0.95715292282341	0.936320458194399	0.97844889498205	9.60131957105062e-05	CCL17
ENSG00000151012.12	1.08029469652931	1.05588411064706	1.1052696215252	3.51558500881135e-11	1.08915262330352	1.04331771692033	1.13700114319013	9.89710226695675e-05	SLC7A11
ENSG00000158859.9	1.09559608567954	1.06088920329013	1.13143840019652	2.7174550215611e-08	1.09307471972078	1.04515601616291	1.14319041790449	9.9842419270012e-05	ADAMTS4
ENSG00000187764.10	0.854812846661895	0.810839856204109	0.901170554490202	5.81901693047849e-09	0.818812068992085	0.740354063282001	0.905584554172594	0.000100351812965903	SEMA4D
ENSG00000164692.16	1.08028562143324	1.05175385296952	1.10959139401339	1.56003823810465e-08	1.08541641633052	1.04137737888491	1.13131783033478	0.000105097214924549	COL1A2
ENSG00000111206.11	1.18901157639344	1.14499448165791	1.23472082306506	2.36268506675591e-19	1.2048891264126	1.09602221465848	1.32456969168246	0.000114516695890676	FOXM1
ENSG00000144476.5	1.08781578587624	1.05396221606136	1.12275674209999	1.80694908997461e-07	1.1022173060681	1.04895142549146	1.15818803451916	0.000117633981916312	ACKR3
ENSG00000099194.5	1.06824611326189	1.03290015019478	1.10480161928908	0.000120288744330532	1.06824611326189	1.03290015019478	1.10480161928908	0.000120288744330532	SCD
ENSG00000163686.12	0.840363634808154	0.797054328005947	0.886026226687403	1.1761723380163e-10	0.827450184954077	0.751205505753223	0.911433427120617	0.000122939898625562	ABHD6
ENSG00000091879.12	1.10431650039735	1.06393741020554	1.14622807822338	1.78007233570494e-07	1.11371781042002	1.05414863882751	1.1766531925008	0.00012294788739273	ANGPT2
ENSG00000184156.14	1.07692739235539	1.04766943931386	1.1070024235554	1.33733843004156e-07	1.08255504225915	1.03958161330383	1.12730487392547	0.000123898436645024	KCNQ3
ENSG00000175592.7	1.09244364081561	1.06404306774665	1.12160225890652	4.74161164242342e-11	1.08409720123453	1.04007134750324	1.12998665384433	0.000134870867408936	FOSL1
ENSG00000169032.8	1.26148172144566	1.147466688417	1.38682556069393	1.53979808776693e-06	1.25700976661075	1.11767017412683	1.41372078268906	0.000135752962491827	MAP2K1
ENSG00000184937.11	1.03523120087093	1.02355575305518	1.0470398276379	2.1870594965982e-09	1.03465313679736	1.01666656564313	1.05295792117195	0.000140497249530547	WT1
ENSG00000183044.10	0.909767197099039	0.882522829161066	0.937852626094941	1.08672102863505e-09	0.902289517481142	0.855771839457785	0.951335783463242	0.000140529484564874	ABAT
ENSG00000122025.13	0.954770135798608	0.938633219893889	0.971184476419816	1.02684989780556e-07	0.95815333530462	0.937267338786663	0.979504753834521	0.000143791188917175	FLT3
ENSG00000135363.10	0.886710828170679	0.84805376003937	0.927130012086298	1.24468208620276e-07	0.881779112965787	0.826385948790337	0.940885315391535	0.000144268685323655	LMO2
ENSG00000132199.17	0.859453044152077	0.812691712967232	0.908904967672601	1.11907363312791e-07	0.833423662343857	0.758598491071954	0.915629294191102	0.00014677537984364	ENOSF1
ENSG00000086232.11	1.21362386200923	1.09880305636781	1.34044301196881	0.000134528808277627	1.21389914415729	1.09820498590088	1.34178149899494	0.00014880464932939	EIF2AK1
ENSG00000144381.15	1.21311754039047	1.13408583003292	1.29765678031645	1.90108412612258e-08	1.25801729882134	1.11659831876923	1.41734722104739	0.000161548147797705	HSPD1
ENSG00000115233.10	1.2731584718077	1.17175346947972	1.38333918913459	1.17826627411666e-08	1.28397768947866	1.12724933888196	1.46249693853366	0.000167671404517331	PSMD14
ENSG00000204287.12	0.931278231929757	0.904974586626982	0.958346408929265	1.11352531589527e-06	0.926852637209645	0.890877655837202	0.964280342506937	0.000169377070150162	HLA-DRA
ENSG00000186340.13	1.05648742417834	1.03103103924279	1.08257233290155	1.00704608436683e-05	1.06167744512159	1.02906531298099	1.09532308908048	0.000170021027961292	THBS2
ENSG00000091136.12	1.11018300804421	1.06189213656602	1.1606699672302	4.09400685366963e-06	1.11358579635985	1.05274626037065	1.17794132597326	0.000174627218398979	LAMB1
ENSG00000154096.12	1.07333920684099	1.03711542704217	1.110828190289	5.33380824071827e-05	1.07561318886724	1.03535468255056	1.11743709818848	0.000180326036798128	THY1
ENSG00000076662.8	0.935131106209864	0.915170044934977	0.955527544461329	1.11323244214692e-09	0.939043970156829	0.908612535335939	0.970494620748185	0.000182711978548397	ICAM3
ENSG00000101182.13	1.14512271261393	1.06651574046058	1.22952336960165	0.00018787752429667	1.14512271261393	1.06651574046058	1.22952336960165	0.00018787752429667	PSMA7
ENSG00000196611.4	1.05387430282773	1.03700588824767	1.07101710679522	1.84355937468197e-10	1.05837686376555	1.02732507967118	1.09036721474057	0.00018820694938666	MMP1
ENSG00000104827.12	1.01718951671512	1.00811176341921	1.02634901253987	0.000194270765578322	1.01718951671512	1.00811176341921	1.02634901253987	0.000194270765578322	CGB3
ENSG00000147434.7	0.976085895947877	0.963726135213313	0.988604170268234	0.000197081858127507	0.976085895947877	0.963726135213313	0.988604170268234	0.000197081858127507	CHRNA6
ENSG00000184216.10	1.15653828190195	1.08561359733367	1.23209657726274	6.66851989496514e-06	1.17302282736749	1.07846713974884	1.27586877968824	0.000197933085495112	IRAK1
ENSG00000185652.10	0.971423206249451	0.95662270759271	0.986452692529786	0.000214567209220513	0.971423206249451	0.95662270759271	0.986452692529786	0.000214567209220513	NTF3
ENSG00000138778.10	1.18343328933347	1.1359142734547	1.23294018134237	7.96807115579644e-16	1.21684608588592	1.09671891672103	1.350131172318	0.000214854681529795	CENPE
ENSG00000133216.15	1.08777823038859	1.05631276670672	1.12018098786821	1.93139959432789e-08	1.10187775866278	1.04669030530274	1.15997500777896	0.000215079127383548	EPHB2
ENSG00000117090.13	0.927357006495786	0.906325377182449	0.948876682864529	1.1679783021828e-10	0.929176688334671	0.893667238336639	0.966097089730574	0.000220006911517213	SLAMF1
ENSG00000088325.14	1.21400967239424	1.16623574285748	1.26374062336287	2.86787345405282e-21	1.23042332239211	1.1019302051519	1.37389967641167	0.000228881478528474	TPX2
ENSG00000116824.4	0.928921167556581	0.906562245736349	0.951831536767561	3.00575122509458e-09	0.929138796467733	0.893497084302913	0.966202261057219	0.000230713528265306	CD2
ENSG00000101188.4	1.02763504855426	1.01473544973718	1.04069863065358	2.34120587966017e-05	1.0280245030696	1.01298208974803	1.04329029072407	0.000237832527790857	NTSR1
ENSG00000111640.13	1.17747371170979	1.11350861854625	1.24511325613063	9.88424570358928e-09	1.17941583264676	1.07982376732746	1.28819326670369	0.000246241704370445	GAPDH
ENSG00000100526.18	1.18005920512251	1.13371537233756	1.22829747357411	5.51989951596996e-16	1.20956253997144	1.09240609842207	1.33928356882614	0.000251887745852746	CDKN3
ENSG00000182162.8	0.900679888527342	0.873303098529766	0.928914901325035	3.09273678067282e-11	0.888324076218544	0.833716049458386	0.946508904203262	0.000253893466034142	P2RY8
ENSG00000072571.18	1.18996644911647	1.14340206431528	1.23842714143675	1.34351607271402e-17	1.19971382041517	1.08788609673756	1.32303671791696	0.000265006937092663	HMMR
ENSG00000078589.11	0.95994841564599	0.945141825963066	0.974986965329006	2.55133849993809e-07	0.962892895043126	0.943489584685002	0.982695243672541	0.000271945438201943	P2RY10
ENSG00000123416.14	1.20813439743641	1.13650731862791	1.28427569127419	1.33210334994186e-09	1.21068473533818	1.09209013422327	1.34215801649318	0.000278232138003468	TUBA1B
ENSG00000125245.11	0.936630208899362	0.917007747546184	0.956672558732858	1.35869994750187e-09	0.942271412733729	0.912535174181605	0.972976648326456	0.000278631017530513	GPR18
ENSG00000141012.11	1.17089450017247	1.10155341408585	1.24460050053214	4.07751170545388e-07	1.16956391775842	1.07479985333887	1.27268323816114	0.000279948908222626	GALNS
ENSG00000185803.7	1.20337691081011	1.13684466579623	1.27380286246639	1.77326789593249e-10	1.20472553026548	1.08891924246102	1.33284778767733	0.000303890197237681	SLC52A2
ENSG00000112742.8	1.18060645022082	1.13571425580297	1.22727313070271	4.69522055832552e-17	1.22170522720625	1.09572563509615	1.36216915473744	0.000310576003233922	TTK
ENSG00000130600.14	1.0326555436385	1.01601058087074	1.04957319528446	0.000106290411584674	1.03611416246745	1.01630949251835	1.05630476303579	0.000314658721308817	H19
ENSG00000079435.8	0.908380539514387	0.876372221599983	0.941557918234757	1.51957759175659e-07	0.90154580752019	0.851973860579087	0.954002089342014	0.000328289003663957	LIPE
ENSG00000115310.16	1.20663363815565	1.11265735215881	1.30854726650918	5.61527620090095e-06	1.2126301388148	1.09152116243003	1.34717667799341	0.000329148392667829	RTN4
ENSG00000156103.14	1.06721036371767	1.04039017496452	1.09472194935447	5.46979886271535e-07	1.06749837891938	1.03006292059056	1.10629434980745	0.000335515639165961	MMP16
ENSG00000160654.8	0.926314490771657	0.905069956021192	0.948057694441316	1.0070977768016e-10	0.928597181978662	0.891731093878422	0.966987393731362	0.000338203804976705	CD3G
ENSG00000163359.14	1.08755668234904	1.05698563081238	1.11901193624835	7.94405915381582e-09	1.09335849937045	1.04122914519044	1.14809772053294	0.000342416877725268	COL6A3
ENSG00000105141.5	1.02142058785609	1.01280178350488	1.03011273705093	9.47865567780161e-07	1.0197097478327	1.0088710961502	1.03066484290498	0.000343768914936531	CASP14
ENSG00000108799.11	0.824891483678464	0.763302082102901	0.891450417599577	1.16066150941953e-06	0.790166341475825	0.69454009874781	0.89895867542703	0.000345663097574129	EZH1
ENSG00000198821.9	0.913617783441917	0.88660896738385	0.941449370497903	3.62021465419020e-09	0.915511364702229	0.872282183360492	0.960882928583843	0.000347776105533047	CD247
ENSG00000122223.11	0.937598846930263	0.915548346292223	0.960180422284735	1.11826181906053e-07	0.943448826928646	0.913824939786002	0.974033045368053	0.000348466221888098	CD244
ENSG00000176533.11	0.896857545161872	0.868762895485819	0.925860738865901	2.03166211462627e-11	0.869887084840687	0.805857380180777	0.939004294038827	0.000352501124636645	GNG7
ENSG00000108671.8	1.29718139173056	1.18753846260992	1.41694742194196	7.7089042374527e-09	1.38861936303407	1.15947818945972	1.66304442198404	0.00035954216214858	PSMD11
ENSG00000003137.7	1.04696177722347	1.02087770668012	1.07371231225288	0.000363651455957697	1.04696177722347	1.02087770668012	1.07371231225288	0.000363651455957697	CYP26B1
ENSG00000221867.7	1.01598365553842	1.0096470574469	1.02236002245319	6.77771237528766e-07	1.01986166630974	1.00888671527439	1.03095600592302	0.000367080171656907	MAGEA3
ENSG00000146242.7	1.07648077911795	1.03695376798172	1.11751449639443	0.000112869012385221	1.07783947722337	1.03429198332215	1.12322048067089	0.000367562162698882	TPBG
ENSG00000112715.19	1.09217677468157	1.04958600720521	1.13649581736527	1.39521358072647e-05	1.11314694041433	1.04937493859943	1.18079445713424	0.000369337670747276	VEGFA
ENSG00000096968.11	0.904774994765196	0.862061873615221	0.94960444975873	4.99797635206888e-05	0.905797302009547	0.857763449222489	0.956521000132939	0.000372311497235003	JAK2
ENSG00000119004.13	0.817177217074886	0.743528593931722	0.898120945927707	2.79279449843338e-05	0.801193885875341	0.709067942830714	0.905289329822772	0.000375848430695915	CYP20A1
ENSG00000117650.11	1.17792169119733	1.13356095006401	1.22401844427935	6.23518703467749e-17	1.1781930463396	1.07602894770706	1.29005716565619	0.00039506765139525	NEK2
ENSG00000005844.16	0.924262252624093	0.897272608629994	0.952063735602156	1.90170377636802e-07	0.925223507909448	0.886194879601648	0.965970983688216	0.000408662750259241	ITGAL
ENSG00000073861.2	0.935429864938906	0.914199006859005	0.95715377686313	1.20857064541754e-08	0.937298554197765	0.904196296280662	0.971612672286953	0.000415914639808196	TBX21
ENSG00000135047.13	1.11888725079215	1.07042862075894	1.1695396177819	6.60034440652454e-07	1.10874455284406	1.0467911825683	1.17436457617579	0.000433594419766874	CTSL
ENSG00000180914.9	1.06435251184696	1.03496015679634	1.09457959520063	1.27119340395723e-05	1.06157126647882	1.02679036914772	1.09753031161448	0.000438998132469971	OXTR
ENSG00000103485.16	1.04569514232771	1.0199437236517	1.07209672978112	0.000444400501370055	1.04569514232771	1.0199437236517	1.07209672978112	0.000444400501370055	QPRT
ENSG00000118971.6	0.936004959940291	0.908590420790641	0.964246667129126	1.29776957531153e-05	0.915071232511568	0.870844948410466	0.961543569953119	0.000445557268616142	CCND2
ENSG00000130826.14	1.24029233911048	1.14861074448904	1.33929191750725	3.88128380802825e-08	1.33850358679755	1.13723462126919	1.57539334308204	0.000453641373700786	DKC1
ENSG00000064601.15	1.12941246802478	1.06008364923274	1.20327534893407	0.000166432695042587	1.13076293473387	1.05560805793085	1.21126852429892	0.000461456542162471	CTSA
ENSG00000096384.18	1.22618155180654	1.14029409582931	1.31853808898064	3.72637470937374e-08	1.20887107553212	1.08702254483153	1.34437807587945	0.000466516183884982	HSP90AB1
ENSG00000170312.14	1.17851399887152	1.12928634180186	1.22988757954873	4.52357396008949e-14	1.22437270381559	1.09312494904641	1.37137892530623	0.000466885781290066	CDK1
ENSG00000081237.17	0.946590004298076	0.92107476770651	0.972812053540632	8.24690539131063e-05	0.946014489786778	0.917049178372046	0.975894680452416	0.000468968238215266	PTPRC
ENSG00000171791.11	0.896159284920655	0.864668216924134	0.92879725220658	1.88968973972813e-09	0.885665601572973	0.827185441210088	0.948280178459276	0.000494609842777879	BCL2
ENSG00000117480.14	0.893020419616537	0.859813315623572	0.92751002497993	4.85299469861128e-09	0.864931130362241	0.796777546039313	0.938914335611551	0.000529902769861832	FAAH
ENSG00000145386.8	1.191417288266	1.14236467380388	1.2425761994657	3.21919977687966e-16	1.21603494027811	1.08856973485816	1.35842558232603	0.000535998016408877	CCNA2
ENSG00000066468.19	0.956247279319966	0.93399667301545	0.979027961903362	0.000195770556069537	0.95149777696554	0.925032365934664	0.978720370130607	0.000551411325752712	FGFR2
ENSG00000168209.4	1.07880116455259	1.04203459818597	1.11686498189796	1.80837860673665e-05	1.08328456913393	1.03519245005511	1.13361091231027	0.000554810631080227	DDIT4
ENSG00000120899.16	0.874032002759146	0.829427404363039	0.921035328503317	4.70952433965018e-07	0.867675594189715	0.800408261715753	0.940596159188368	0.000565988703695837	PTK2B
ENSG00000111725.9	0.846874132792371	0.786614196480684	0.911750385387865	1.01882017908088e-05	0.845792979397382	0.768946639381047	0.930319124060058	0.000568639863786411	PRKAB1
ENSG00000145675.13	0.902206453373852	0.862715398705911	0.943505222846844	6.59102773657843e-06	0.902371329595091	0.851099857105287	0.956731468907391	0.000577429643561547	PIK3R1
ENSG00000179546.4	1.04528652311189	1.02813976059352	1.06271925012278	1.5339026352162e-07	1.04468021147808	1.01895961932387	1.07105004315879	0.000588918243864184	HTR1D
ENSG00000184185.8	1.05102114838039	1.02913287218032	1.07337495886467	3.58118717564798e-06	1.04675149295405	1.01982680688775	1.07438702395487	0.000589036239405692	KCNJ12
ENSG00000204403.8	0.964542514883322	0.951647972574589	0.977611774341825	1.46135859403182e-07	0.960806926251936	0.939106068206737	0.98300924760979	0.000603155678820073	CASP12
ENSG00000143772.8	0.875532423081574	0.830792240610233	0.922681973177845	6.80417412692721e-07	0.868020680822099	0.800581075991944	0.941141284661644	0.000603521504458102	ITPKB
ENSG00000074590.12	1.07403656152911	1.0318590666247	1.11793807198366	0.000475302466838159	1.07429987254654	1.03114185660088	1.11926424940019	0.000612824790052008	NUAK1
ENSG00000105143.11	1.0182873771901	1.00778217077293	1.02890209076573	0.00061455521904964	1.0182873771901	1.00778217077293	1.02890209076573	0.00061455521904964	SLC1A6
