	SNP	Chromosome	Position	trait1
106	ENSG00000248333	chr1	1571099	0.302292422703138
107	ENSG00000169598	chr1	3773844	0.000815324740365535
108	ENSG00000169598	chr1	3774023	0.000815324740365535
109	ENSG00000169598	chr1	3774036	0.000815324740365535
110	ENSG00000169598	chr1	3774080	0.000815324740365535
111	ENSG00000169598	chr1	3774163	0.000815324740365535
112	ENSG00000169598	chr1	3800070	0.000815324740365535
113	ENSG00000049249	chr1	7979906	4.24587611761615e-06
114	ENSG00000049249	chr1	7993186	4.24587611761615e-06
115	ENSG00000198793	chr1	11166591	0.323492013178849
116	ENSG00000120949	chr1	12123433	0.0266212071427992
117	ENSG00000120949	chr1	12123526	0.0266212071427992
118	ENSG00000120949	chr1	12185955	0.0266212071427992
119	ENSG00000120949	chr1	12185990	0.0266212071427992
120	ENSG00000142623	chr1	17531620	0.0193326354977546
121	ENSG00000142623	chr1	17559775	0.0193326354977546
122	ENSG00000142623	chr1	17559777	0.0193326354977546
123	ENSG00000142623	chr1	17559849	0.0193326354977546
124	ENSG00000117298	chr1	21543739	0.825769844624645
125	ENSG00000117298	chr1	21599327	0.825769844624645
126	ENSG00000162551	chr1	21835857	0.00496126628482608
127	ENSG00000162551	chr1	21835864	0.00496126628482608
128	ENSG00000162551	chr1	21835889	0.00496126628482608
129	ENSG00000162551	chr1	21877771	0.00496126628482608
130	ENSG00000162551	chr1	21880574	0.00496126628482608
131	ENSG00000142798	chr1	22148737	0.356744840686004
132	ENSG00000142798	chr1	22148737	0.356744840686004
133	ENSG00000070831	chr1	22379119	0.0774847202587772
134	ENSG00000070831	chr1	22379160	0.0774847202587772
135	ENSG00000070831	chr1	22379181	0.0774847202587772
136	ENSG00000070831	chr1	22379199	0.0774847202587772
137	ENSG00000070831	chr1	22379203	0.0774847202587772
138	ENSG00000133216	chr1	23101670	0.00182827952717737
139	ENSG00000133216	chr1	23126732	0.00182827952717737
140	ENSG00000133216	chr1	23191651	0.00182827952717737
141	ENSG00000007968	chr1	23832921	2.68382991597028e-08
142	ENSG00000188822	chr1	24197016	0.0121126781583042
143	ENSG00000185436	chr1	24480646	0.83617604043536
144	ENSG00000185436	chr1	24483588	0.83617604043536
145	ENSG00000185436	chr1	24483619	0.83617604043536
146	ENSG00000185436	chr1	24485489	0.83617604043536
147	ENSG00000185436	chr1	24487867	0.83617604043536
148	ENSG00000117676	chr1	26856251	0.614463285872147
149	ENSG00000117676	chr1	26856251	0.614463285872147
150	ENSG00000117676	chr1	26856257	0.614463285872147
151	ENSG00000117676	chr1	26856265	0.614463285872147
152	ENSG00000117676	chr1	26856268	0.614463285872147
153	ENSG00000117676	chr1	26857708	0.614463285872147
154	ENSG00000117676	chr1	26857818	0.614463285872147
155	ENSG00000117676	chr1	26857818	0.614463285872147
156	ENSG00000117676	chr1	26869602	0.614463285872147
157	ENSG00000117676	chr1	26869620	0.614463285872147
158	ENSG00000117676	chr1	26869652	0.614463285872147
159	ENSG00000116478	chr1	32757686	0.0255523128962687
160	ENSG00000116478	chr1	32757735	0.0255523128962687
161	ENSG00000116478	chr1	32757737	0.0255523128962687
162	ENSG00000116478	chr1	32757740	0.0255523128962687
163	ENSG00000116478	chr1	32757761	0.0255523128962687
164	ENSG00000116478	chr1	32757992	0.0255523128962687
165	ENSG00000163873	chr1	37261127	0.102003384345066
166	ENSG00000163873	chr1	37270218	0.102003384345066
167	ENSG00000117013	chr1	41249683	0.00125669908963356
168	ENSG00000117013	chr1	41249765	0.00125669908963356
169	ENSG00000117013	chr1	41282936	0.00125669908963356
170	ENSG00000117013	chr1	41284635	0.00125669908963356
171	ENSG00000066056	chr1	43766663	0.000470712964059088
172	ENSG00000066056	chr1	43772890	0.000470712964059088
173	ENSG00000066056	chr1	43774717	0.000470712964059088
174	ENSG00000117408	chr1	44412610	0.729861220897373
175	ENSG00000117408	chr1	44431610	0.729861220897373
176	ENSG00000070759	chr1	45809554	0.00108769773872056
177	ENSG00000070759	chr1	45809554	0.00108769773872056
178	ENSG00000070759	chr1	45809554	0.00108769773872056
179	ENSG00000070759	chr1	45809555	0.00108769773872056
180	ENSG00000070759	chr1	45809970	0.00108769773872056
181	ENSG00000070759	chr1	45864404	0.00108769773872056
182	ENSG00000070759	chr1	45864585	0.00108769773872056
183	ENSG00000117461	chr1	46505811	0.68238646805582
184	ENSG00000117461	chr1	46505811	0.68238646805582
185	ENSG00000117461	chr1	46505813	0.68238646805582
186	ENSG00000117461	chr1	46509332	0.68238646805582
187	ENSG00000117461	chr1	46509333	0.68238646805582
188	ENSG00000117461	chr1	46527621	0.68238646805582
189	ENSG00000079277	chr1	47023089	0.945933499443292
190	ENSG00000079277	chr1	47023090	0.945933499443292
191	ENSG00000079277	chr1	47023090	0.945933499443292
192	ENSG00000079277	chr1	47024064	0.945933499443292
193	ENSG00000079277	chr1	47024370	0.945933499443292
194	ENSG00000079277	chr1	47027153	0.945933499443292
195	ENSG00000079277	chr1	47034127	0.945933499443292
196	ENSG00000079277	chr1	47037829	0.945933499443292
197	ENSG00000079277	chr1	47039405	0.945933499443292
198	ENSG00000079277	chr1	47040146	0.945933499443292
199	ENSG00000079277	chr1	47040497	0.945933499443292
200	ENSG00000079277	chr1	47042255	0.945933499443292
201	ENSG00000079277	chr1	47042260	0.945933499443292
202	ENSG00000079277	chr1	47046105	0.945933499443292
203	ENSG00000079277	chr1	47046111	0.945933499443292
204	ENSG00000079277	chr1	47046267	0.945933499443292
205	ENSG00000079277	chr1	47050218	0.945933499443292
206	ENSG00000162409	chr1	57110994	0.000285469509014494
207	ENSG00000162434	chr1	65298911	0.000139975496921185
208	ENSG00000184588	chr1	66258196	0.000584729841578356
209	ENSG00000184588	chr1	66258863	0.000584729841578356
210	ENSG00000184588	chr1	66378997	0.000584729841578356
211	ENSG00000184588	chr1	66458104	0.000584729841578356
212	ENSG00000184588	chr1	66458417	0.000584729841578356
213	ENSG00000184588	chr1	66458418	0.000584729841578356
214	ENSG00000184588	chr1	66618072	0.000584729841578356
215	ENSG00000050628	chr1	71318035	8.11091314502348e-05
216	ENSG00000050628	chr1	71318035	8.11091314502348e-05
217	ENSG00000050628	chr1	71318124	8.11091314502348e-05
218	ENSG00000050628	chr1	71318124	8.11091314502348e-05
219	ENSG00000050628	chr1	71318255	8.11091314502348e-05
220	ENSG00000050628	chr1	71349438	8.11091314502348e-05
221	ENSG00000050628	chr1	71418114	8.11091314502348e-05
222	ENSG00000050628	chr1	71418114	8.11091314502348e-05
223	ENSG00000122420	chr1	78769567	2.19394203782172e-07
224	ENSG00000142875	chr1	84543744	0.000693820091532943
225	ENSG00000142875	chr1	84609953	0.000693820091532943
226	ENSG00000142875	chr1	84630064	0.000693820091532943
227	ENSG00000142875	chr1	84630648	0.000693820091532943
228	ENSG00000171517	chr1	85277284	0.26246008285761
229	ENSG00000171517	chr1	85279086	0.26246008285761
230	ENSG00000171517	chr1	85279598	0.26246008285761
231	ENSG00000153904	chr1	85784167	0.00519369433995739
232	ENSG00000153904	chr1	85784168	0.00519369433995739
233	ENSG00000153904	chr1	85786735	0.00519369433995739
234	ENSG00000153904	chr1	85786740	0.00519369433995739
235	ENSG00000171502	chr1	86194915	0.399415054983706
236	ENSG00000171502	chr1	86194915	0.399415054983706
237	ENSG00000171502	chr1	86195764	0.399415054983706
238	ENSG00000065243	chr1	89149904	0.0377970434562867
239	ENSG00000065243	chr1	89149904	0.0377970434562867
240	ENSG00000065243	chr1	89149992	0.0377970434562867
241	ENSG00000065243	chr1	89150255	0.0377970434562867
242	ENSG00000065243	chr1	89237137	0.0377970434562867
243	ENSG00000065243	chr1	89246727	0.0377970434562867
244	ENSG00000137936	chr1	94027347	0.00195507896708677
245	ENSG00000137936	chr1	94027347	0.00195507896708677
246	ENSG00000137936	chr1	94027350	0.00195507896708677
247	ENSG00000137936	chr1	94057862	0.00195507896708677
248	ENSG00000137936	chr1	94185744	0.00195507896708677
249	ENSG00000198691	chr1	94458392	0.14826338905425
250	ENSG00000188641	chr1	97543298	0.00028493188252519
251	ENSG00000188641	chr1	98156762	0.00028493188252519
252	ENSG00000188641	chr1	98157276	0.00028493188252519
253	ENSG00000188641	chr1	98185313	0.00028493188252519
254	ENSG00000162692	chr1	101185297	0.136743179594261
255	ENSG00000162692	chr1	101185310	0.136743179594261
256	ENSG00000162692	chr1	101185315	0.136743179594261
257	ENSG00000162692	chr1	101185319	0.136743179594261
258	ENSG00000060718	chr1	103342022	9.56347057421887e-06
259	ENSG00000060718	chr1	103342022	9.56347057421887e-06
260	ENSG00000060718	chr1	103343506	9.56347057421887e-06
261	ENSG00000060718	chr1	103474028	9.56347057421887e-06
262	ENSG00000060718	chr1	103496456	9.56347057421887e-06
263	ENSG00000134184	chr1	110230435	0.0169022510175087
264	ENSG00000134184	chr1	110230441	0.0169022510175087
265	ENSG00000134184	chr1	110230450	0.0169022510175087
266	ENSG00000134184	chr1	110230461	0.0169022510175087
267	ENSG00000134184	chr1	110230466	0.0169022510175087
268	ENSG00000134184	chr1	110230466	0.0169022510175087
269	ENSG00000134184	chr1	110230477	0.0169022510175087
270	ENSG00000134184	chr1	110230479	0.0169022510175087
271	ENSG00000116396	chr1	110753964	0.19213648960251
272	ENSG00000116396	chr1	110753964	0.19213648960251
273	ENSG00000116396	chr1	110754094	0.19213648960251
274	ENSG00000116396	chr1	110754113	0.19213648960251
275	ENSG00000116396	chr1	110754121	0.19213648960251
276	ENSG00000116396	chr1	110754769	0.19213648960251
277	ENSG00000171385	chr1	112313283	2.74813899789135e-13
278	ENSG00000171385	chr1	112318430	2.74813899789135e-13
279	ENSG00000134259	chr1	115828538	0.00233425785778869
280	ENSG00000163399	chr1	116915289	0.836990848310287
281	ENSG00000163399	chr1	116915881	0.836990848310287
282	ENSG00000163399	chr1	116915890	0.836990848310287
283	ENSG00000116824	chr1	117297006	0.396427132595569
284	ENSG00000163131	chr1	150702671	0.886628035347496
285	ENSG00000163131	chr1	150705042	0.886628035347496
286	ENSG00000163131	chr1	150720271	0.886628035347496
287	ENSG00000143365	chr1	151778546	0.0818971128750353
288	ENSG00000143365	chr1	151779369	0.0818971128750353
289	ENSG00000143365	chr1	151779432	0.0818971128750353
290	ENSG00000143365	chr1	151779433	0.0818971128750353
291	ENSG00000160712	chr1	154377668	0.00013277644101354
292	ENSG00000160712	chr1	154377698	0.00013277644101354
293	ENSG00000160712	chr1	154378090	0.00013277644101354
294	ENSG00000160712	chr1	154401818	0.00013277644101354
295	ENSG00000177807	chr1	160007256	0.15790620516982
296	ENSG00000122223	chr1	160799949	0.0236519785645688
297	ENSG00000122223	chr1	160800972	0.0236519785645688
298	ENSG00000122223	chr1	160801060	0.0236519785645688
299	ENSG00000122223	chr1	160802479	0.0236519785645688
300	ENSG00000072694	chr1	161551100	0.210490078551506
301	ENSG00000072694	chr1	161551225	0.210490078551506
302	ENSG00000162733	chr1	162601162	2.01495831976767e-07
303	ENSG00000162733	chr1	162601800	2.01495831976767e-07
304	ENSG00000162733	chr1	162602254	2.01495831976767e-07
305	ENSG00000162733	chr1	162602259	2.01495831976767e-07
306	ENSG00000143171	chr1	165370158	6.93391536994922e-06
307	ENSG00000143171	chr1	165406164	6.93391536994922e-06
308	ENSG00000143153	chr1	169074934	0.572525669200732
309	ENSG00000143153	chr1	169075560	0.572525669200732
310	ENSG00000143153	chr1	169077144	0.572525669200732
311	ENSG00000143153	chr1	169077185	0.572525669200732
312	ENSG00000143153	chr1	169079835	0.572525669200732
313	ENSG00000143322	chr1	179068461	0.00112867094362096
314	ENSG00000143322	chr1	179076852	0.00112867094362096
315	ENSG00000143322	chr1	179079715	0.00112867094362096
316	ENSG00000153029	chr1	181003066	0.865774574495218
317	ENSG00000153029	chr1	181003107	0.865774574495218
318	ENSG00000153029	chr1	181003138	0.865774574495218
319	ENSG00000153029	chr1	181003138	0.865774574495218
320	ENSG00000153029	chr1	181003138	0.865774574495218
321	ENSG00000153029	chr1	181003145	0.865774574495218
322	ENSG00000153029	chr1	181003157	0.865774574495218
323	ENSG00000198216	chr1	181452446	0.8922531563352
324	ENSG00000198216	chr1	181452715	0.8922531563352
325	ENSG00000198216	chr1	181452715	0.8922531563352
326	ENSG00000198216	chr1	181452715	0.8922531563352
327	ENSG00000198216	chr1	181452873	0.8922531563352
328	ENSG00000198216	chr1	181452880	0.8922531563352
329	ENSG00000116711	chr1	186798084	0.00140757439300047
330	ENSG00000116711	chr1	186798121	0.00140757439300047
331	ENSG00000162687	chr1	196194908	6.54338761262491e-06
332	ENSG00000162687	chr1	196194912	6.54338761262491e-06
333	ENSG00000162687	chr1	196194912	6.54338761262491e-06
334	ENSG00000162687	chr1	196196988	6.54338761262491e-06
335	ENSG00000162687	chr1	196197268	6.54338761262491e-06
336	ENSG00000162687	chr1	196227218	6.54338761262491e-06
337	ENSG00000162687	chr1	196309618	6.54338761262491e-06
338	ENSG00000081237	chr1	198608145	0.147652271255878
339	ENSG00000081237	chr1	198608169	0.147652271255878
340	ENSG00000081237	chr1	198608224	0.147652271255878
341	ENSG00000081248	chr1	201008641	0.00496822255510621
342	ENSG00000081248	chr1	201008641	0.00496822255510621
343	ENSG00000198700	chr1	201798268	6.63337061173687e-09
344	ENSG00000143858	chr1	202559723	0.772756910161375
345	ENSG00000117139	chr1	202696525	1.06523145852479e-05
346	ENSG00000117139	chr1	202696570	1.06523145852479e-05
347	ENSG00000117139	chr1	202699032	1.06523145852479e-05
348	ENSG00000117139	chr1	202736158	1.06523145852479e-05
349	ENSG00000117139	chr1	202742344	1.06523145852479e-05
350	ENSG00000117139	chr1	202743757	1.06523145852479e-05
351	ENSG00000143479	chr1	206809072	0.485989648609175
352	ENSG00000203710	chr1	207669501	2.54658885175466e-10
353	ENSG00000203710	chr1	207669572	2.54658885175466e-10
354	ENSG00000203710	chr1	207669605	2.54658885175466e-10
355	ENSG00000203710	chr1	207669612	2.54658885175466e-10
356	ENSG00000203710	chr1	207669685	2.54658885175466e-10
357	ENSG00000143473	chr1	210856554	0.36241334368322
358	ENSG00000143473	chr1	210856579	0.36241334368322
359	ENSG00000082482	chr1	215179117	0.000580370030285354
360	ENSG00000082482	chr1	215179192	0.000580370030285354
361	ENSG00000082482	chr1	215179197	0.000580370030285354
362	ENSG00000082482	chr1	215256466	0.000580370030285354
363	ENSG00000082482	chr1	215256577	0.000580370030285354
364	ENSG00000082482	chr1	215256577	0.000580370030285354
365	ENSG00000082482	chr1	215256578	0.000580370030285354
366	ENSG00000196482	chr1	216676595	6.54497093919725e-08
367	ENSG00000196482	chr1	216676595	6.54497093919725e-08
368	ENSG00000196482	chr1	216692493	6.54497093919725e-08
369	ENSG00000116141	chr1	220701567	0.748407712265948
370	ENSG00000116141	chr1	220701567	0.748407712265948
371	ENSG00000116141	chr1	220701898	0.748407712265948
372	ENSG00000116141	chr1	220702191	0.748407712265948
373	ENSG00000143772	chr1	226819390	8.99003853739077e-06
374	ENSG00000143772	chr1	226819390	8.99003853739077e-06
375	ENSG00000143776	chr1	227177565	0.000652609148486478
376	ENSG00000143776	chr1	227177565	0.000652609148486478
377	ENSG00000143776	chr1	227177566	0.000652609148486478
378	ENSG00000143776	chr1	227181327	0.000652609148486478
379	ENSG00000143776	chr1	227181937	0.000652609148486478
380	ENSG00000143776	chr1	227181967	0.000652609148486478
381	ENSG00000143776	chr1	227381351	0.000652609148486478
382	ENSG00000143776	chr1	227400836	0.000652609148486478
383	ENSG00000198626	chr1	237205504	0.0134982576020895
384	ENSG00000198626	chr1	237430899	0.0134982576020895
385	ENSG00000198626	chr1	237433796	0.0134982576020895
386	ENSG00000198626	chr1	237838063	0.0134982576020895
387	ENSG00000133019	chr1	239549864	0.0120386784117995
388	ENSG00000133019	chr1	239550219	0.0120386784117995
389	ENSG00000133019	chr1	239571519	0.0120386784117995
390	ENSG00000133019	chr1	239792372	0.0120386784117995
391	ENSG00000133019	chr1	239795550	0.0120386784117995
392	ENSG00000133019	chr1	239882842	0.0120386784117995
393	ENSG00000117009	chr1	241695433	0.0864272168123779
394	ENSG00000117009	chr1	241695433	0.0864272168123779
395	ENSG00000117009	chr1	241695637	0.0864272168123779
396	ENSG00000117009	chr1	241695668	0.0864272168123779
397	ENSG00000117009	chr1	241695678	0.0864272168123779
398	ENSG00000117009	chr1	241695700	0.0864272168123779
399	ENSG00000117009	chr1	241695704	0.0864272168123779
400	ENSG00000117020	chr1	243651534	0.00289073597631869
401	ENSG00000117020	chr1	243663020	0.00289073597631869
402	ENSG00000117020	chr1	243665064	0.00289073597631869
403	ENSG00000117020	chr1	243666483	0.00289073597631869
404	ENSG00000117020	chr1	243809206	0.00289073597631869
405	ENSG00000117020	chr1	243828073	0.00289073597631869
406	ENSG00000117020	chr1	243858892	0.00289073597631869
407	ENSG00000117020	chr1	243898965	0.00289073597631869
408	ENSG00000035687	chr1	244571795	0.0235937308171938
409	ENSG00000035687	chr1	244574668	0.0235937308171938
410	ENSG00000162711	chr1	247579457	0.00970447100126824
411	ENSG00000162711	chr1	247579457	0.00970447100126824
412	ENSG00000162711	chr1	247581350	0.00970447100126824
413	ENSG00000162711	chr1	247581353	0.00970447100126824
414	ENSG00000162711	chr1	247582096	0.00970447100126824
415	ENSG00000187608	chr1	948802	1.59331623844537e-07
416	ENSG00000186891	chr1	1138887	7.86581670673395e-06
417	ENSG00000186891	chr1	1138890	7.86581670673395e-06
418	ENSG00000186891	chr1	1139223	7.86581670673395e-06
419	ENSG00000186891	chr1	1139223	7.86581670673395e-06
420	ENSG00000186827	chr1	1146705	2.91888243779217e-06
421	ENSG00000186827	chr1	1146719	2.91888243779217e-06
422	ENSG00000186827	chr1	1147398	2.91888243779217e-06
423	ENSG00000078808	chr1	1152287	0.149198667246159
424	ENSG00000078808	chr1	1152310	0.149198667246159
425	ENSG00000078808	chr1	1152311	0.149198667246159
426	ENSG00000078808	chr1	1152313	0.149198667246159
427	ENSG00000078808	chr1	1153902	0.149198667246159
428	ENSG00000078808	chr1	1156078	0.149198667246159
429	ENSG00000078808	chr1	1162651	0.149198667246159
430	ENSG00000162572	chr1	1215815	0.0824510995464494
431	ENSG00000162572	chr1	1215851	0.0824510995464494
432	ENSG00000162572	chr1	1215967	0.0824510995464494
433	ENSG00000162572	chr1	1217304	0.0824510995464494
434	ENSG00000162572	chr1	1217488	0.0824510995464494
435	ENSG00000162572	chr1	1217543	0.0824510995464494
436	ENSG00000162572	chr1	1217575	0.0824510995464494
437	ENSG00000162572	chr1	1222488	0.0824510995464494
438	ENSG00000248333	chr1	1586822	0.302292422703138
439	ENSG00000187730	chr1	1950779	8.20327754448103e-07
440	ENSG00000067606	chr1	1981923	0.829815128488244
441	ENSG00000067606	chr1	1981941	0.829815128488244
442	ENSG00000067606	chr1	1982246	0.829815128488244
443	ENSG00000067606	chr1	1986879	0.829815128488244
444	ENSG00000067606	chr1	1987117	0.829815128488244
445	ENSG00000067606	chr1	2005157	0.829815128488244
446	ENSG00000067606	chr1	2006126	0.829815128488244
447	ENSG00000067606	chr1	2006293	0.829815128488244
448	ENSG00000067606	chr1	2006682	0.829815128488244
449	ENSG00000067606	chr1	2013686	0.829815128488244
450	ENSG00000067606	chr1	2036154	0.829815128488244
451	ENSG00000067606	chr1	2036177	0.829815128488244
452	ENSG00000067606	chr1	2043092	0.829815128488244
453	ENSG00000067606	chr1	2047643	0.829815128488244
454	ENSG00000067606	chr1	2065076	0.829815128488244
455	ENSG00000067606	chr1	2066251	0.829815128488244
456	ENSG00000067606	chr1	2066428	0.829815128488244
457	ENSG00000067606	chr1	2066700	0.829815128488244
458	ENSG00000067606	chr1	2076795	0.829815128488244
459	ENSG00000067606	chr1	2100286	0.829815128488244
460	ENSG00000067606	chr1	2100413	0.829815128488244
461	ENSG00000078900	chr1	3569083	8.87306701598017e-10
462	ENSG00000078900	chr1	3569128	8.87306701598017e-10
463	ENSG00000078900	chr1	3569128	8.87306701598017e-10
464	ENSG00000078900	chr1	3598929	8.87306701598017e-10
465	ENSG00000078900	chr1	3607235	8.87306701598017e-10
466	ENSG00000078900	chr1	3607235	8.87306701598017e-10
467	ENSG00000078900	chr1	3607270	8.87306701598017e-10
468	ENSG00000078900	chr1	3614609	8.87306701598017e-10
469	ENSG00000078900	chr1	3614621	8.87306701598017e-10
470	ENSG00000078900	chr1	3644041	8.87306701598017e-10
471	ENSG00000169598	chr1	3773844	0.000815324740365535
472	ENSG00000169598	chr1	3773844	0.000815324740365535
473	ENSG00000169598	chr1	3773844	0.000815324740365535
474	ENSG00000169598	chr1	3784226	0.000815324740365535
475	ENSG00000049249	chr1	7981859	4.24587611761615e-06
476	ENSG00000131686	chr1	9005925	0.0610929907052994
477	ENSG00000131686	chr1	9005926	0.0610929907052994
478	ENSG00000131686	chr1	9005940	0.0610929907052994
479	ENSG00000131686	chr1	9005941	0.0610929907052994
480	ENSG00000131686	chr1	9005945	0.0610929907052994
481	ENSG00000131686	chr1	9005945	0.0610929907052994
482	ENSG00000142583	chr1	9095165	0.947785735449769
483	ENSG00000142583	chr1	9097172	0.947785735449769
484	ENSG00000142583	chr1	9097456	0.947785735449769
485	ENSG00000142583	chr1	9098489	0.947785735449769
486	ENSG00000142583	chr1	9100138	0.947785735449769
487	ENSG00000142583	chr1	9101843	0.947785735449769
488	ENSG00000142583	chr1	9101843	0.947785735449769
489	ENSG00000142583	chr1	9101843	0.947785735449769
490	ENSG00000142583	chr1	9101843	0.947785735449769
491	ENSG00000142583	chr1	9101916	0.947785735449769
492	ENSG00000142583	chr1	9107669	0.947785735449769
493	ENSG00000142583	chr1	9117556	0.947785735449769
494	ENSG00000171608	chr1	9711789	0.0555802187473672
495	ENSG00000171608	chr1	9711802	0.0555802187473672
496	ENSG00000171608	chr1	9748233	0.0555802187473672
497	ENSG00000171608	chr1	9770255	0.0555802187473672
